index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level,ppsm,label
2125,Wonderland,B.70059,1,13,0,13,10pm-11pm,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,10-11pm
2126,Revere Beach,B.70057,2,6,1,16,10pm-11pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,10-11pm
2127,Beachmont,B.70055,3,5,2.4,18,10pm-11pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,10-11pm
2128,Suffolk Downs,B.70053,4,1,0.5,19,10pm-11pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,10-11pm
2129,Orient Heights,B.70051,5,6,3.5,24,10pm-11pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,10-11pm
2130,Wood Island,B.70049,6,2,1.3,25,10pm-11pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,10-11pm
2131,Airport,B.70047,7,17,5.7,37,10pm-11pm,Tuesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,10-11pm
2132,Maverick,B.70045,8,10,7.3,36,10pm-11pm,Tuesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,10-11pm
2133,Aquarium,B.70043,9,2,2.1,36,10pm-11pm,Tuesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,10-11pm
2134,State,B.70041,10,1,16.8,20,10pm-11pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,10-11pm
2135,Government Center,B.70039,11,0,18,2,10pm-11pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,10-11pm
2136,Bowdoin,B.70838,12,0,1.7,0,10pm-11pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,10-11pm
2137,Wonderland,B.70059,1,5,0,5,11pm-12am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,11-12am
2138,Revere Beach,B.70057,2,2,0.5,6,11pm-12am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,11-12am
2139,Beachmont,B.70055,3,1,0.9,7,11pm-12am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,11-12am
2140,Suffolk Downs,B.70053,4,0,0.5,6,11pm-12am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,11-12am
2141,Orient Heights,B.70051,5,4,1.6,8,11pm-12am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,11-12am
2142,Wood Island,B.70049,6,2,0.4,8,11pm-12am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,11-12am
2143,Airport,B.70047,7,15,2,21,11pm-12am,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,11-12am
2144,Maverick,B.70045,8,6,5,22,11pm-12am,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,11-12am
2145,Aquarium,B.70043,9,1,0.7,26,11pm-12am,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,11-12am
2146,State,B.70041,10,0,12.6,13,11pm-12am,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,11-12am
2147,Government Center,B.70039,11,0,12.4,1,11pm-12am,Tuesday,Blue Line,Westbound,0,Plenty of room,0,11-12am
2148,Bowdoin,B.70838,12,0,0.9,0,11pm-12am,Tuesday,Blue Line,Westbound,0,Plenty of room,0,11-12am
2149,Wonderland,B.70059,1,6,0,6,12am-1am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,12-1am
2150,Revere Beach,B.70057,2,1,0.4,6,12am-1am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,12-1am
2151,Beachmont,B.70055,3,1,1.1,6,12am-1am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,12-1am
2152,Suffolk Downs,B.70053,4,0,0.3,6,12am-1am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,12-1am
2153,Orient Heights,B.70051,5,2,1.6,5,12am-1am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,12-1am
2154,Wood Island,B.70049,6,1,0.1,6,12am-1am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,12-1am
2155,Airport,B.70047,7,7,1.4,12,12am-1am,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,12-1am
2156,Maverick,B.70045,8,3,2.5,12,12am-1am,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,12-1am
2157,Aquarium,B.70043,9,0,0.8,10,12am-1am,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,12-1am
2158,State,B.70041,10,0,4.4,6,12am-1am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,12-1am
2159,Government Center,B.70039,11,0,6,0,12am-1am,Tuesday,Blue Line,Westbound,0,Plenty of room,0,12-1am
2160,Bowdoin,B.70838,12,0,0.5,0,12am-1am,Tuesday,Blue Line,Westbound,0,Plenty of room,0,12-1am
2161,Wonderland,B.70059,1,25,0,25,5am-6am,Wednesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,5-6am
2162,Revere Beach,B.70057,2,19,0.1,47,5am-6am,Wednesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,5-6am
2163,Beachmont,B.70055,3,21,0.3,68,5am-6am,Wednesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,5-6am
2164,Suffolk Downs,B.70053,4,5,0.2,76,5am-6am,Wednesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,5-6am
2165,Orient Heights,B.70051,5,25,0.8,105,5am-6am,Wednesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,5-6am
2166,Wood Island,B.70049,6,9,1.5,113,5am-6am,Wednesday,Blue Line,Westbound,19,Plenty of room,0.3685027152831653,5-6am
2167,Airport,B.70047,7,23,8,128,5am-6am,Wednesday,Blue Line,Westbound,21,Plenty of room,0.4072924747866563,5-6am
2168,Maverick,B.70045,8,40,5.9,181,5am-6am,Wednesday,Blue Line,Westbound,30,Not crowded,0.5818463925523661,5-6am
2169,Aquarium,B.70043,9,0,10.4,171,5am-6am,Wednesday,Blue Line,Westbound,28,Not crowded,0.5430566330488751,5-6am
2170,State,B.70041,10,0,70.6,114,5am-6am,Wednesday,Blue Line,Westbound,19,Plenty of room,0.3685027152831653,5-6am
2171,Government Center,B.70039,11,0,93.7,20,5am-6am,Wednesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,5-6am
2172,Bowdoin,B.70838,12,0,22.1,0,5am-6am,Wednesday,Blue Line,Westbound,0,Plenty of room,0,5-6am
2173,Wonderland,B.70059,1,58,0,58,6am-7am,Wednesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,6-7am
2174,Revere Beach,B.70057,2,27,0.2,79,6am-7am,Wednesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,6-7am
2175,Beachmont,B.70055,3,30,0.7,117,6am-7am,Wednesday,Blue Line,Westbound,20,Plenty of room,0.3878975950349108,6-7am
2176,Suffolk Downs,B.70053,4,6,0.2,116,6am-7am,Wednesday,Blue Line,Westbound,19,Plenty of room,0.3685027152831653,6-7am
2177,Orient Heights,B.70051,5,29,0.8,139,6am-7am,Wednesday,Blue Line,Westbound,23,Plenty of room,0.4460822342901474,6-7am
2178,Wood Island,B.70049,6,13,1.8,144,6am-7am,Wednesday,Blue Line,Westbound,24,Plenty of room,0.4654771140418929,6-7am
2179,Airport,B.70047,7,36,7,180,6am-7am,Wednesday,Blue Line,Westbound,30,Not crowded,0.5818463925523661,6-7am
2180,Maverick,B.70045,8,73,7.3,245,6am-7am,Wednesday,Blue Line,Westbound,41,Not crowded,0.795190069821567,6-7am
2181,Aquarium,B.70043,9,1,18.7,254,6am-7am,Wednesday,Blue Line,Westbound,42,Not crowded,0.8145849495733126,6-7am
2182,State,B.70041,10,1,105,136,6am-7am,Wednesday,Blue Line,Westbound,23,Plenty of room,0.4460822342901474,6-7am
2183,Government Center,B.70039,11,0,110.4,26,6am-7am,Wednesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,6-7am
2184,Bowdoin,B.70838,12,0,24.8,0,6am-7am,Wednesday,Blue Line,Westbound,0,Plenty of room,0,6-7am
2185,Wonderland,B.70059,1,72,0,72,7am-8am,Wednesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,7-8am
2186,Revere Beach,B.70057,2,32,0.8,108,7am-8am,Wednesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,7-8am
2187,Beachmont,B.70055,3,36,0.8,133,7am-8am,Wednesday,Blue Line,Westbound,22,Plenty of room,0.42668735453840184,7-8am
2188,Suffolk Downs,B.70053,4,10,0.3,149,7am-8am,Wednesday,Blue Line,Westbound,25,Plenty of room,0.4848719937936384,7-8am
2189,Orient Heights,B.70051,5,37,2.3,183,7am-8am,Wednesday,Blue Line,Westbound,30,Not crowded,0.5818463925523661,7-8am
2190,Wood Island,B.70049,6,13,2.5,194,7am-8am,Wednesday,Blue Line,Westbound,32,Not crowded,0.6206361520558572,7-8am
2191,Airport,B.70047,7,41,9.4,216,7am-8am,Wednesday,Blue Line,Westbound,36,Not crowded,0.6982156710628393,7-8am
2192,Maverick,B.70045,8,76,9.5,283,7am-8am,Wednesday,Blue Line,Westbound,47,Not crowded,0.9115593483320404,7-8am
2193,Aquarium,B.70043,9,1,28.3,243,7am-8am,Wednesday,Blue Line,Westbound,40,Not crowded,0.7757951900698216,7-8am
2194,State,B.70041,10,1,104.1,140,7am-8am,Wednesday,Blue Line,Westbound,23,Plenty of room,0.4460822342901474,7-8am
2195,Government Center,B.70039,11,0,115.2,25,7am-8am,Wednesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,7-8am
2196,Bowdoin,B.70838,12,0,26,0,7am-8am,Wednesday,Blue Line,Westbound,0,Plenty of room,0,7-8am
2197,Wonderland,B.70059,1,68,0,68,8am-9am,Wednesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,8-9am
2198,Revere Beach,B.70057,2,24,0.2,88,8am-9am,Wednesday,Blue Line,Westbound,15,Plenty of room,0.29092319627618307,8-9am
2199,Beachmont,B.70055,3,30,1.3,121,8am-9am,Wednesday,Blue Line,Westbound,20,Plenty of room,0.3878975950349108,8-9am
2200,Suffolk Downs,B.70053,4,7,0.3,128,8am-9am,Wednesday,Blue Line,Westbound,21,Plenty of room,0.4072924747866563,8-9am
2201,Orient Heights,B.70051,5,39,2,172,8am-9am,Wednesday,Blue Line,Westbound,29,Not crowded,0.5624515128006206,8-9am
2202,Wood Island,B.70049,6,12,1.5,174,8am-9am,Wednesday,Blue Line,Westbound,29,Not crowded,0.5624515128006206,8-9am
2203,Airport,B.70047,7,49,7.2,225,8am-9am,Wednesday,Blue Line,Westbound,38,Not crowded,0.7370054305663305,8-9am
2204,Maverick,B.70045,8,92,7.5,289,8am-9am,Wednesday,Blue Line,Westbound,48,Not crowded,0.9309542280837858,8-9am
2205,Aquarium,B.70043,9,2,38.1,266,8am-9am,Wednesday,Blue Line,Westbound,44,Not crowded,0.8533747090768037,8-9am
2206,State,B.70041,10,1,125,142,8am-9am,Wednesday,Blue Line,Westbound,24,Plenty of room,0.4654771140418929,8-9am
2207,Government Center,B.70039,11,0,125.1,24,8am-9am,Wednesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,8-9am
2208,Bowdoin,B.70838,12,0,24.5,0,8am-9am,Wednesday,Blue Line,Westbound,0,Plenty of room,0,8-9am
2209,Wonderland,B.70059,1,29,0,29,9am-10am,Wednesday,Blue Line,Westbound,5,Plenty of room,0.0969743987587277,9-10am
2210,Revere Beach,B.70057,2,17,0.3,48,9am-10am,Wednesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,9-10am
2211,Beachmont,B.70055,3,15,1.1,59,9am-10am,Wednesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,9-10am
2212,Suffolk Downs,B.70053,4,4,0.3,60,9am-10am,Wednesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,9-10am
2213,Orient Heights,B.70051,5,18,1.3,77,9am-10am,Wednesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,9-10am
2214,Wood Island,B.70049,6,9,0.7,89,9am-10am,Wednesday,Blue Line,Westbound,15,Plenty of room,0.29092319627618307,9-10am
2215,Airport,B.70047,7,25,4.7,105,9am-10am,Wednesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,9-10am
2216,Maverick,B.70045,8,50,7.1,148,9am-10am,Wednesday,Blue Line,Westbound,25,Plenty of room,0.4848719937936384,9-10am
2217,Aquarium,B.70043,9,2,17.1,139,9am-10am,Wednesday,Blue Line,Westbound,23,Plenty of room,0.4460822342901474,9-10am
2218,State,B.70041,10,1,58.8,82,9am-10am,Wednesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,9-10am
2219,Government Center,B.70039,11,0,69.1,13,9am-10am,Wednesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,9-10am
2220,Bowdoin,B.70838,12,0,12.8,0,9am-10am,Wednesday,Blue Line,Westbound,0,Plenty of room,0,9-10am
2221,Wonderland,B.70059,1,38,0,38,10am-11am,Wednesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,10-11am
2222,Revere Beach,B.70057,2,18,0.1,53,10am-11am,Wednesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,10-11am
2223,Beachmont,B.70055,3,15,2.3,66,10am-11am,Wednesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,10-11am
2224,Suffolk Downs,B.70053,4,4,0.2,74,10am-11am,Wednesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,10-11am
2225,Orient Heights,B.70051,5,18,2.8,90,10am-11am,Wednesday,Blue Line,Westbound,15,Plenty of room,0.29092319627618307,10-11am
2226,Wood Island,B.70049,6,8,1.7,89,10am-11am,Wednesday,Blue Line,Westbound,15,Plenty of room,0.29092319627618307,10-11am
2227,Airport,B.70047,7,31,10.5,117,10am-11am,Wednesday,Blue Line,Westbound,20,Plenty of room,0.3878975950349108,10-11am
2228,Maverick,B.70045,8,46,12.9,150,10am-11am,Wednesday,Blue Line,Westbound,25,Plenty of room,0.4848719937936384,10-11am
2229,Aquarium,B.70043,9,1,14.7,115,10am-11am,Wednesday,Blue Line,Westbound,19,Plenty of room,0.3685027152831653,10-11am
2230,State,B.70041,10,1,51.8,73,10am-11am,Wednesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,10-11am
2231,Government Center,B.70039,11,0,57.5,11,10am-11am,Wednesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,10-11am
2232,Bowdoin,B.70838,12,0,10.2,0,10am-11am,Wednesday,Blue Line,Westbound,0,Plenty of room,0,10-11am
2233,Wonderland,B.70059,1,33,0,33,11am-12pm,Wednesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,11-12pm
2234,Revere Beach,B.70057,2,23,0.4,60,11am-12pm,Wednesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,11-12pm
2235,Beachmont,B.70055,3,22,2.7,79,11am-12pm,Wednesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,11-12pm
2236,Suffolk Downs,B.70053,4,5,0.5,84,11am-12pm,Wednesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,11-12pm
2237,Orient Heights,B.70051,5,19,3,99,11am-12pm,Wednesday,Blue Line,Westbound,16,Plenty of room,0.3103180760279286,11-12pm
2238,Wood Island,B.70049,6,11,1.5,109,11am-12pm,Wednesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,11-12pm
2239,Airport,B.70047,7,31,12.8,116,11am-12pm,Wednesday,Blue Line,Westbound,19,Plenty of room,0.3685027152831653,11-12pm
2240,Maverick,B.70045,8,55,14.6,157,11am-12pm,Wednesday,Blue Line,Westbound,26,Not crowded,0.504266873545384,11-12pm
2241,Aquarium,B.70043,9,4,16.8,143,11am-12pm,Wednesday,Blue Line,Westbound,24,Plenty of room,0.4654771140418929,11-12pm
2242,State,B.70041,10,2,54,78,11am-12pm,Wednesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,11-12pm
2243,Government Center,B.70039,11,0,75.1,11,11am-12pm,Wednesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,11-12pm
2244,Bowdoin,B.70838,12,0,12.1,0,11am-12pm,Wednesday,Blue Line,Westbound,0,Plenty of room,0,11-12pm
2245,Wonderland,B.70059,1,34,0,34,12pm-1pm,Wednesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,12-1pm
2246,Revere Beach,B.70057,2,24,0.8,58,12pm-1pm,Wednesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,12-1pm
2247,Beachmont,B.70055,3,18,4.6,71,12pm-1pm,Wednesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,12-1pm
2248,Suffolk Downs,B.70053,4,4,0.2,68,12pm-1pm,Wednesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,12-1pm
2249,Orient Heights,B.70051,5,18,2.6,84,12pm-1pm,Wednesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,12-1pm
2250,Wood Island,B.70049,6,8,1.5,99,12pm-1pm,Wednesday,Blue Line,Westbound,16,Plenty of room,0.3103180760279286,12-1pm
2251,Airport,B.70047,7,37,14.6,121,12pm-1pm,Wednesday,Blue Line,Westbound,20,Plenty of room,0.3878975950349108,12-1pm
2252,Maverick,B.70045,8,49,18.3,165,12pm-1pm,Wednesday,Blue Line,Westbound,28,Not crowded,0.5430566330488751,12-1pm
2253,Aquarium,B.70043,9,3,14,138,12pm-1pm,Wednesday,Blue Line,Westbound,23,Plenty of room,0.4460822342901474,12-1pm
2254,State,B.70041,10,2,59,81,12pm-1pm,Wednesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,12-1pm
2255,Government Center,B.70039,11,0,62.4,11,12pm-1pm,Wednesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,12-1pm
2256,Bowdoin,B.70838,12,0,11.2,0,12pm-1pm,Wednesday,Blue Line,Westbound,0,Plenty of room,0,12-1pm
2257,Wonderland,B.70059,1,37,0,37,1pm-2pm,Wednesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,1-2pm
2258,Revere Beach,B.70057,2,24,0.5,60,1pm-2pm,Wednesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,1-2pm
2259,Beachmont,B.70055,3,22,3.2,79,1pm-2pm,Wednesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,1-2pm
2260,Suffolk Downs,B.70053,4,4,0.6,83,1pm-2pm,Wednesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,1-2pm
2261,Orient Heights,B.70051,5,20,2.4,93,1pm-2pm,Wednesday,Blue Line,Westbound,16,Plenty of room,0.3103180760279286,1-2pm
2262,Wood Island,B.70049,6,10,1.7,110,1pm-2pm,Wednesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,1-2pm
2263,Airport,B.70047,7,39,11.2,138,1pm-2pm,Wednesday,Blue Line,Westbound,23,Plenty of room,0.4460822342901474,1-2pm
2264,Maverick,B.70045,8,53,18.9,172,1pm-2pm,Wednesday,Blue Line,Westbound,29,Not crowded,0.5624515128006206,1-2pm
2265,Aquarium,B.70043,9,5,16.7,160,1pm-2pm,Wednesday,Blue Line,Westbound,27,Not crowded,0.5236617532971295,1-2pm
2266,State,B.70041,10,3,64.3,99,1pm-2pm,Wednesday,Blue Line,Westbound,16,Plenty of room,0.3103180760279286,1-2pm
2267,Government Center,B.70039,11,0,93.9,16,1pm-2pm,Wednesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,1-2pm
2268,Bowdoin,B.70838,12,0,15.8,0,1pm-2pm,Wednesday,Blue Line,Westbound,0,Plenty of room,0,1-2pm
2269,Wonderland,B.70059,1,27,0,27,2pm-3pm,Wednesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,2-3pm
2270,Revere Beach,B.70057,2,22,0.5,47,2pm-3pm,Wednesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,2-3pm
2271,Beachmont,B.70055,3,20,3.5,67,2pm-3pm,Wednesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,2-3pm
2272,Suffolk Downs,B.70053,4,3,0.5,74,2pm-3pm,Wednesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,2-3pm
2273,Orient Heights,B.70051,5,15,2.7,75,2pm-3pm,Wednesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,2-3pm
2274,Wood Island,B.70049,6,10,1.5,76,2pm-3pm,Wednesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,2-3pm
2275,Airport,B.70047,7,35,7,113,2pm-3pm,Wednesday,Blue Line,Westbound,19,Plenty of room,0.3685027152831653,2-3pm
2276,Maverick,B.70045,8,46,17.2,141,2pm-3pm,Wednesday,Blue Line,Westbound,24,Plenty of room,0.4654771140418929,2-3pm
2277,Aquarium,B.70043,9,4,15,139,2pm-3pm,Wednesday,Blue Line,Westbound,23,Plenty of room,0.4460822342901474,2-3pm
2278,State,B.70041,10,2,54.9,95,2pm-3pm,Wednesday,Blue Line,Westbound,16,Plenty of room,0.3103180760279286,2-3pm
2279,Government Center,B.70039,11,0,77.9,11,2pm-3pm,Wednesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,2-3pm
2280,Bowdoin,B.70838,12,0,12,0,2pm-3pm,Wednesday,Blue Line,Westbound,0,Plenty of room,0,2-3pm
2281,Wonderland,B.70059,1,21,0,21,3pm-4pm,Wednesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,3-4pm
2282,Revere Beach,B.70057,2,19,0.3,41,3pm-4pm,Wednesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,3-4pm
2283,Beachmont,B.70055,3,16,2.2,54,3pm-4pm,Wednesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,3-4pm
2284,Suffolk Downs,B.70053,4,3,0.5,54,3pm-4pm,Wednesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,3-4pm
2285,Orient Heights,B.70051,5,15,2.9,66,3pm-4pm,Wednesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,3-4pm
2286,Wood Island,B.70049,6,10,1.2,78,3pm-4pm,Wednesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,3-4pm
2287,Airport,B.70047,7,35,6.6,103,3pm-4pm,Wednesday,Blue Line,Westbound,17,Plenty of room,0.32971295577967413,3-4pm
2288,Maverick,B.70045,8,45,15.3,138,3pm-4pm,Wednesday,Blue Line,Westbound,23,Plenty of room,0.4460822342901474,3-4pm
2289,Aquarium,B.70043,9,4,13.5,121,3pm-4pm,Wednesday,Blue Line,Westbound,20,Plenty of room,0.3878975950349108,3-4pm
2290,State,B.70041,10,2,46.6,77,3pm-4pm,Wednesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,3-4pm
2291,Government Center,B.70039,11,0,73.6,8,3pm-4pm,Wednesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,3-4pm
2292,Bowdoin,B.70838,12,0,7.1,0,3pm-4pm,Wednesday,Blue Line,Westbound,0,Plenty of room,0,3-4pm
2293,Wonderland,B.70059,1,20,0,20,4pm-5pm,Wednesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,4-5pm
2294,Revere Beach,B.70057,2,13,0.3,32,4pm-5pm,Wednesday,Blue Line,Westbound,5,Plenty of room,0.0969743987587277,4-5pm
2295,Beachmont,B.70055,3,10,1.9,40,4pm-5pm,Wednesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,4-5pm
2296,Suffolk Downs,B.70053,4,3,0.3,45,4pm-5pm,Wednesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,4-5pm
2297,Orient Heights,B.70051,5,13,2.7,56,4pm-5pm,Wednesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,4-5pm
2298,Wood Island,B.70049,6,10,1.1,64,4pm-5pm,Wednesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,4-5pm
2299,Airport,B.70047,7,27,6.4,82,4pm-5pm,Wednesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,4-5pm
2300,Maverick,B.70045,8,36,11.8,98,4pm-5pm,Wednesday,Blue Line,Westbound,16,Plenty of room,0.3103180760279286,4-5pm
2301,Aquarium,B.70043,9,6,10.1,99,4pm-5pm,Wednesday,Blue Line,Westbound,16,Plenty of room,0.3103180760279286,4-5pm
2302,State,B.70041,10,2,44.1,57,4pm-5pm,Wednesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,4-5pm
2303,Government Center,B.70039,11,0,48.8,6,4pm-5pm,Wednesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,4-5pm
2304,Bowdoin,B.70838,12,0,5.9,0,4pm-5pm,Wednesday,Blue Line,Westbound,0,Plenty of room,0,4-5pm
2305,Wonderland,B.70059,1,16,0,16,5pm-6pm,Wednesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,5-6pm
2306,Revere Beach,B.70057,2,9,0.2,25,5pm-6pm,Wednesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,5-6pm
2307,Beachmont,B.70055,3,7,2.8,30,5pm-6pm,Wednesday,Blue Line,Westbound,5,Plenty of room,0.0969743987587277,5-6pm
2308,Suffolk Downs,B.70053,4,2,0.4,30,5pm-6pm,Wednesday,Blue Line,Westbound,5,Plenty of room,0.0969743987587277,5-6pm
2309,Orient Heights,B.70051,5,8,2.3,34,5pm-6pm,Wednesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,5-6pm
2310,Wood Island,B.70049,6,6,1,39,5pm-6pm,Wednesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,5-6pm
2311,Airport,B.70047,7,22,4.9,58,5pm-6pm,Wednesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,5-6pm
2312,Maverick,B.70045,8,31,9.3,80,5pm-6pm,Wednesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,5-6pm
2313,Aquarium,B.70043,9,5,7,78,5pm-6pm,Wednesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,5-6pm
2314,State,B.70041,10,4,34.7,47,5pm-6pm,Wednesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,5-6pm
2315,Government Center,B.70039,11,0,44.5,5,5pm-6pm,Wednesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,5-6pm
2316,Bowdoin,B.70838,12,0,4.7,0,5pm-6pm,Wednesday,Blue Line,Westbound,0,Plenty of room,0,5-6pm
2317,Wonderland,B.70059,1,12,0,12,6pm-7pm,Wednesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,6-7pm
2318,Revere Beach,B.70057,2,8,0.5,20,6pm-7pm,Wednesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,6-7pm
2319,Beachmont,B.70055,3,5,2.1,21,6pm-7pm,Wednesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,6-7pm
2320,Suffolk Downs,B.70053,4,1,0.3,22,6pm-7pm,Wednesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,6-7pm
