index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level,ppsm,label
1928,Maverick,B.70045,8,41,5,155,5am-6am,Tuesday,Blue Line,Westbound,26,Not crowded,0.504266873545384,5-6am
1929,Aquarium,B.70043,9,0,10.7,166,5am-6am,Tuesday,Blue Line,Westbound,28,Not crowded,0.5430566330488751,5-6am
1930,State,B.70041,10,0,70.1,109,5am-6am,Tuesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,5-6am
1931,Government Center,B.70039,11,0,89.6,20,5am-6am,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,5-6am
1932,Bowdoin,B.70838,12,0,21.4,0,5am-6am,Tuesday,Blue Line,Westbound,0,Plenty of room,0,5-6am
1933,Wonderland,B.70059,1,50,0,50,6am-7am,Tuesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,6-7am
1934,Revere Beach,B.70057,2,24,0.3,73,6am-7am,Tuesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,6-7am
1935,Beachmont,B.70055,3,25,0.7,98,6am-7am,Tuesday,Blue Line,Westbound,16,Plenty of room,0.3103180760279286,6-7am
1936,Suffolk Downs,B.70053,4,6,0,103,6am-7am,Tuesday,Blue Line,Westbound,17,Plenty of room,0.32971295577967413,6-7am
1937,Orient Heights,B.70051,5,29,0.5,132,6am-7am,Tuesday,Blue Line,Westbound,22,Plenty of room,0.42668735453840184,6-7am
1938,Wood Island,B.70049,6,14,1.3,152,6am-7am,Tuesday,Blue Line,Westbound,25,Plenty of room,0.4848719937936384,6-7am
1939,Airport,B.70047,7,34,7.2,178,6am-7am,Tuesday,Blue Line,Westbound,30,Not crowded,0.5818463925523661,6-7am
1940,Maverick,B.70045,8,67,6.7,230,6am-7am,Tuesday,Blue Line,Westbound,38,Not crowded,0.7370054305663305,6-7am
1941,Aquarium,B.70043,9,1,15.1,215,6am-7am,Tuesday,Blue Line,Westbound,36,Not crowded,0.6982156710628393,6-7am
1942,State,B.70041,10,1,86.8,119,6am-7am,Tuesday,Blue Line,Westbound,20,Plenty of room,0.3878975950349108,6-7am
1943,Government Center,B.70039,11,0,100.4,24,6am-7am,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,6-7am
1944,Bowdoin,B.70838,12,0,24.3,0,6am-7am,Tuesday,Blue Line,Westbound,0,Plenty of room,0,6-7am
1945,Wonderland,B.70059,1,59,0,59,7am-8am,Tuesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,7-8am
1946,Revere Beach,B.70057,2,27,0.3,84,7am-8am,Tuesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,7-8am
1947,Beachmont,B.70055,3,29,0.8,108,7am-8am,Tuesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,7-8am
1948,Suffolk Downs,B.70053,4,8,0.3,120,7am-8am,Tuesday,Blue Line,Westbound,20,Plenty of room,0.3878975950349108,7-8am
1949,Orient Heights,B.70051,5,32,0.9,146,7am-8am,Tuesday,Blue Line,Westbound,24,Plenty of room,0.4654771140418929,7-8am
1950,Wood Island,B.70049,6,14,1.6,165,7am-8am,Tuesday,Blue Line,Westbound,28,Not crowded,0.5430566330488751,7-8am
1951,Airport,B.70047,7,38,6.4,189,7am-8am,Tuesday,Blue Line,Westbound,32,Not crowded,0.6206361520558572,7-8am
1952,Maverick,B.70045,8,76,9.1,274,7am-8am,Tuesday,Blue Line,Westbound,46,Not crowded,0.8921644685802947,7-8am
1953,Aquarium,B.70043,9,2,24.4,226,7am-8am,Tuesday,Blue Line,Westbound,38,Not crowded,0.7370054305663305,7-8am
1954,State,B.70041,10,2,100.9,138,7am-8am,Tuesday,Blue Line,Westbound,23,Plenty of room,0.4460822342901474,7-8am
1955,Government Center,B.70039,11,0,108.7,23,7am-8am,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,7-8am
1956,Bowdoin,B.70838,12,0,23,0,7am-8am,Tuesday,Blue Line,Westbound,0,Plenty of room,0,7-8am
1957,Wonderland,B.70059,1,56,0,56,8am-9am,Tuesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,8-9am
1958,Revere Beach,B.70057,2,21,0.1,77,8am-9am,Tuesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,8-9am
1959,Beachmont,B.70055,3,29,1.2,109,8am-9am,Tuesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,8-9am
1960,Suffolk Downs,B.70053,4,6,0.4,114,8am-9am,Tuesday,Blue Line,Westbound,19,Plenty of room,0.3685027152831653,8-9am
1961,Orient Heights,B.70051,5,33,1.4,152,8am-9am,Tuesday,Blue Line,Westbound,25,Plenty of room,0.4848719937936384,8-9am
1962,Wood Island,B.70049,6,11,1.7,154,8am-9am,Tuesday,Blue Line,Westbound,26,Not crowded,0.504266873545384,8-9am
1963,Airport,B.70047,7,42,5.1,191,8am-9am,Tuesday,Blue Line,Westbound,32,Not crowded,0.6206361520558572,8-9am
1964,Maverick,B.70045,8,88,7.9,262,8am-9am,Tuesday,Blue Line,Westbound,44,Not crowded,0.8533747090768037,8-9am
1965,Aquarium,B.70043,9,2,33.7,243,8am-9am,Tuesday,Blue Line,Westbound,40,Not crowded,0.7757951900698216,8-9am
1966,State,B.70041,10,1,105.8,127,8am-9am,Tuesday,Blue Line,Westbound,21,Plenty of room,0.4072924747866563,8-9am
1967,Government Center,B.70039,11,0,110.8,22,8am-9am,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,8-9am
1968,Bowdoin,B.70838,12,0,22.2,0,8am-9am,Tuesday,Blue Line,Westbound,0,Plenty of room,0,8-9am
1969,Wonderland,B.70059,1,28,0,28,9am-10am,Tuesday,Blue Line,Westbound,5,Plenty of room,0.0969743987587277,9-10am
1970,Revere Beach,B.70057,2,14,0.3,41,9am-10am,Tuesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,9-10am
1971,Beachmont,B.70055,3,13,0.7,53,9am-10am,Tuesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,9-10am
1972,Suffolk Downs,B.70053,4,3,0.2,56,9am-10am,Tuesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,9-10am
1973,Orient Heights,B.70051,5,13,0.7,66,9am-10am,Tuesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,9-10am
1974,Wood Island,B.70049,6,8,0.7,73,9am-10am,Tuesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,9-10am
1975,Airport,B.70047,7,20,3.4,89,9am-10am,Tuesday,Blue Line,Westbound,15,Plenty of room,0.29092319627618307,9-10am
1976,Maverick,B.70045,8,43,6.8,126,9am-10am,Tuesday,Blue Line,Westbound,21,Plenty of room,0.4072924747866563,9-10am
1977,Aquarium,B.70043,9,1,14.6,112,9am-10am,Tuesday,Blue Line,Westbound,19,Plenty of room,0.3685027152831653,9-10am
1978,State,B.70041,10,1,46.7,66,9am-10am,Tuesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,9-10am
1979,Government Center,B.70039,11,0,56.1,10,9am-10am,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,9-10am
1980,Bowdoin,B.70838,12,0,9.9,0,9am-10am,Tuesday,Blue Line,Westbound,0,Plenty of room,0,9-10am
1981,Wonderland,B.70059,1,23,0,23,10am-11am,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,10-11am
1982,Revere Beach,B.70057,2,14,0.4,38,10am-11am,Tuesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,10-11am
1983,Beachmont,B.70055,3,10,0.9,45,10am-11am,Tuesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,10-11am
1984,Suffolk Downs,B.70053,4,3,0.2,44,10am-11am,Tuesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,10-11am
1985,Orient Heights,B.70051,5,14,1.2,60,10am-11am,Tuesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,10-11am
1986,Wood Island,B.70049,6,5,0.7,61,10am-11am,Tuesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,10-11am
1987,Airport,B.70047,7,22,6,80,10am-11am,Tuesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,10-11am
1988,Maverick,B.70045,8,39,8.9,105,10am-11am,Tuesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,10-11am
1989,Aquarium,B.70043,9,2,11.2,96,10am-11am,Tuesday,Blue Line,Westbound,16,Plenty of room,0.3103180760279286,10-11am
1990,State,B.70041,10,1,42.5,55,10am-11am,Tuesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,10-11am
1991,Government Center,B.70039,11,0,47.1,8,10am-11am,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,10-11am
1992,Bowdoin,B.70838,12,0,8.1,0,10am-11am,Tuesday,Blue Line,Westbound,0,Plenty of room,0,10-11am
1993,Wonderland,B.70059,1,27,0,27,11am-12pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,11-12pm
1994,Revere Beach,B.70057,2,19,0.3,45,11am-12pm,Tuesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,11-12pm
1995,Beachmont,B.70055,3,15,1.9,59,11am-12pm,Tuesday,Blue Line,Westbound,10,Plenty of room,0.1939487975174554,11-12pm
1996,Suffolk Downs,B.70053,4,3,0.2,68,11am-12pm,Tuesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,11-12pm
1997,Orient Heights,B.70051,5,16,1.5,76,11am-12pm,Tuesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,11-12pm
1998,Wood Island,B.70049,6,7,0.8,82,11am-12pm,Tuesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,11-12pm
1999,Airport,B.70047,7,23,10.3,88,11am-12pm,Tuesday,Blue Line,Westbound,15,Plenty of room,0.29092319627618307,11-12pm
2000,Maverick,B.70045,8,42,13.8,125,11am-12pm,Tuesday,Blue Line,Westbound,21,Plenty of room,0.4072924747866563,11-12pm
2001,Aquarium,B.70043,9,3,10.5,106,11am-12pm,Tuesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,11-12pm
2002,State,B.70041,10,1,49.4,69,11am-12pm,Tuesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,11-12pm
2003,Government Center,B.70039,11,0,53.7,9,11am-12pm,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,11-12pm
2004,Bowdoin,B.70838,12,0,8.2,0,11am-12pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,11-12pm
2005,Wonderland,B.70059,1,28,0,28,12pm-1pm,Tuesday,Blue Line,Westbound,5,Plenty of room,0.0969743987587277,12-1pm
2006,Revere Beach,B.70057,2,20,0.5,45,12pm-1pm,Tuesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,12-1pm
2007,Beachmont,B.70055,3,17,1.7,70,12pm-1pm,Tuesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,12-1pm
2008,Suffolk Downs,B.70053,4,4,0.4,67,12pm-1pm,Tuesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,12-1pm
2009,Orient Heights,B.70051,5,14,2.4,78,12pm-1pm,Tuesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,12-1pm
2010,Wood Island,B.70049,6,7,1.9,84,12pm-1pm,Tuesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,12-1pm
2011,Airport,B.70047,7,27,11.7,99,12pm-1pm,Tuesday,Blue Line,Westbound,16,Plenty of room,0.3103180760279286,12-1pm
2012,Maverick,B.70045,8,42,16.7,134,12pm-1pm,Tuesday,Blue Line,Westbound,22,Plenty of room,0.42668735453840184,12-1pm
2013,Aquarium,B.70043,9,4,10.6,128,12pm-1pm,Tuesday,Blue Line,Westbound,21,Plenty of room,0.4072924747866563,12-1pm
2014,State,B.70041,10,3,48.7,69,12pm-1pm,Tuesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,12-1pm
2015,Government Center,B.70039,11,0,60.2,9,12pm-1pm,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,12-1pm
2016,Bowdoin,B.70838,12,0,9.2,0,12pm-1pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,12-1pm
2017,Wonderland,B.70059,1,28,0,28,1pm-2pm,Tuesday,Blue Line,Westbound,5,Plenty of room,0.0969743987587277,1-2pm
2018,Revere Beach,B.70057,2,22,0.3,50,1pm-2pm,Tuesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,1-2pm
2019,Beachmont,B.70055,3,16,2.8,64,1pm-2pm,Tuesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,1-2pm
2020,Suffolk Downs,B.70053,4,3,0.2,66,1pm-2pm,Tuesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,1-2pm
2021,Orient Heights,B.70051,5,16,2.1,75,1pm-2pm,Tuesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,1-2pm
2022,Wood Island,B.70049,6,8,1.1,81,1pm-2pm,Tuesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,1-2pm
2023,Airport,B.70047,7,32,11,110,1pm-2pm,Tuesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,1-2pm
2024,Maverick,B.70045,8,48,15,125,1pm-2pm,Tuesday,Blue Line,Westbound,21,Plenty of room,0.4072924747866563,1-2pm
2025,Aquarium,B.70043,9,5,12.4,129,1pm-2pm,Tuesday,Blue Line,Westbound,22,Plenty of room,0.42668735453840184,1-2pm
2026,State,B.70041,10,3,52.6,79,1pm-2pm,Tuesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,1-2pm
2027,Government Center,B.70039,11,0,68.3,10,1pm-2pm,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,1-2pm
2028,Bowdoin,B.70838,12,0,11.6,0,1pm-2pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,1-2pm
2029,Wonderland,B.70059,1,22,0,22,2pm-3pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,2-3pm
2030,Revere Beach,B.70057,2,17,0.6,40,2pm-3pm,Tuesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,2-3pm
2031,Beachmont,B.70055,3,15,3.1,50,2pm-3pm,Tuesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,2-3pm
2032,Suffolk Downs,B.70053,4,2,0.3,52,2pm-3pm,Tuesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,2-3pm
2033,Orient Heights,B.70051,5,12,1.6,54,2pm-3pm,Tuesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,2-3pm
2034,Wood Island,B.70049,6,8,1.4,64,2pm-3pm,Tuesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,2-3pm
2035,Airport,B.70047,7,26,6.4,80,2pm-3pm,Tuesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,2-3pm
2036,Maverick,B.70045,8,40,12.9,111,2pm-3pm,Tuesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,2-3pm
2037,Aquarium,B.70043,9,4,11.3,104,2pm-3pm,Tuesday,Blue Line,Westbound,17,Plenty of room,0.32971295577967413,2-3pm
2038,State,B.70041,10,2,43.2,70,2pm-3pm,Tuesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,2-3pm
2039,Government Center,B.70039,11,0,62.3,8,2pm-3pm,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,2-3pm
2040,Bowdoin,B.70838,12,0,7.5,0,2pm-3pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,2-3pm
2041,Wonderland,B.70059,1,18,0,18,3pm-4pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,3-4pm
2042,Revere Beach,B.70057,2,17,0.6,35,3pm-4pm,Tuesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,3-4pm
2043,Beachmont,B.70055,3,13,1.7,44,3pm-4pm,Tuesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,3-4pm
2044,Suffolk Downs,B.70053,4,2,0.4,48,3pm-4pm,Tuesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,3-4pm
2045,Orient Heights,B.70051,5,14,2.1,64,3pm-4pm,Tuesday,Blue Line,Westbound,11,Plenty of room,0.21334367726920092,3-4pm
2046,Wood Island,B.70049,6,8,1.8,71,3pm-4pm,Tuesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,3-4pm
2047,Airport,B.70047,7,25,6.7,89,3pm-4pm,Tuesday,Blue Line,Westbound,15,Plenty of room,0.29092319627618307,3-4pm
2048,Maverick,B.70045,8,48,15.6,128,3pm-4pm,Tuesday,Blue Line,Westbound,21,Plenty of room,0.4072924747866563,3-4pm
2049,Aquarium,B.70043,9,6,13.7,121,3pm-4pm,Tuesday,Blue Line,Westbound,20,Plenty of room,0.3878975950349108,3-4pm
2050,State,B.70041,10,3,50.4,84,3pm-4pm,Tuesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,3-4pm
2051,Government Center,B.70039,11,0,76.8,8,3pm-4pm,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,3-4pm
2052,Bowdoin,B.70838,12,0,7.2,0,3pm-4pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,3-4pm
2053,Wonderland,B.70059,1,28,0,28,4pm-5pm,Tuesday,Blue Line,Westbound,5,Plenty of room,0.0969743987587277,4-5pm
2054,Revere Beach,B.70057,2,20,1.2,48,4pm-5pm,Tuesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,4-5pm
2055,Beachmont,B.70055,3,12,3,54,4pm-5pm,Tuesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,4-5pm
2056,Suffolk Downs,B.70053,4,3,0.5,56,4pm-5pm,Tuesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,4-5pm
2057,Orient Heights,B.70051,5,17,2.7,74,4pm-5pm,Tuesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,4-5pm
2058,Wood Island,B.70049,6,14,2,82,4pm-5pm,Tuesday,Blue Line,Westbound,14,Plenty of room,0.27152831652443754,4-5pm
2059,Airport,B.70047,7,36,7.3,111,4pm-5pm,Tuesday,Blue Line,Westbound,18,Plenty of room,0.34910783553141966,4-5pm
2060,Maverick,B.70045,8,47,16.9,135,4pm-5pm,Tuesday,Blue Line,Westbound,22,Plenty of room,0.42668735453840184,4-5pm
2061,Aquarium,B.70043,9,8,12.9,124,4pm-5pm,Tuesday,Blue Line,Westbound,21,Plenty of room,0.4072924747866563,4-5pm
2062,State,B.70041,10,3,48.6,72,4pm-5pm,Tuesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,4-5pm
2063,Government Center,B.70039,11,0,63.9,8,4pm-5pm,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,4-5pm
2064,Bowdoin,B.70838,12,0,7.8,0,4pm-5pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,4-5pm
2065,Wonderland,B.70059,1,13,0,13,5pm-6pm,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,5-6pm
2066,Revere Beach,B.70057,2,10,0.6,21,5pm-6pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,5-6pm
2067,Beachmont,B.70055,3,8,2.3,26,5pm-6pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,5-6pm
2068,Suffolk Downs,B.70053,4,1,0.8,29,5pm-6pm,Tuesday,Blue Line,Westbound,5,Plenty of room,0.0969743987587277,5-6pm
2069,Orient Heights,B.70051,5,8,1.5,33,5pm-6pm,Tuesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,5-6pm
2070,Wood Island,B.70049,6,6,0.9,40,5pm-6pm,Tuesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,5-6pm
2071,Airport,B.70047,7,20,4.6,56,5pm-6pm,Tuesday,Blue Line,Westbound,9,Plenty of room,0.17455391776570983,5-6pm
2072,Maverick,B.70045,8,33,12.3,77,5pm-6pm,Tuesday,Blue Line,Westbound,13,Plenty of room,0.252133436772692,5-6pm
2073,Aquarium,B.70043,9,6,7,71,5pm-6pm,Tuesday,Blue Line,Westbound,12,Plenty of room,0.23273855702094645,5-6pm
2074,State,B.70041,10,3,32,42,5pm-6pm,Tuesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,5-6pm
2075,Government Center,B.70039,11,0,40.8,4,5pm-6pm,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,5-6pm
2076,Bowdoin,B.70838,12,0,3.9,0,5pm-6pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,5-6pm
2077,Wonderland,B.70059,1,8,0,8,6pm-7pm,Tuesday,Blue Line,Westbound,1,Plenty of room,0.01939487975174553,6-7pm
2078,Revere Beach,B.70057,2,6,0.6,14,6pm-7pm,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,6-7pm
2079,Beachmont,B.70055,3,5,1.7,18,6pm-7pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,6-7pm
2080,Suffolk Downs,B.70053,4,1,0.4,19,6pm-7pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,6-7pm
2081,Orient Heights,B.70051,5,5,1.2,22,6pm-7pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,6-7pm
2082,Wood Island,B.70049,6,2,0.9,22,6pm-7pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,6-7pm
2083,Airport,B.70047,7,13,2.9,34,6pm-7pm,Tuesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,6-7pm
2084,Maverick,B.70045,8,19,6.6,46,6pm-7pm,Tuesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,6-7pm
2085,Aquarium,B.70043,9,3,4.1,45,6pm-7pm,Tuesday,Blue Line,Westbound,8,Plenty of room,0.1551590380139643,6-7pm
2086,State,B.70041,10,2,19.9,27,6pm-7pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,6-7pm
2087,Government Center,B.70039,11,0,24.3,3,6pm-7pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,6-7pm
2088,Bowdoin,B.70838,12,0,2.7,0,6pm-7pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,6-7pm
2089,Wonderland,B.70059,1,12,0,12,7pm-8pm,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,7-8pm
2090,Revere Beach,B.70057,2,7,0.6,18,7pm-8pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,7-8pm
2091,Beachmont,B.70055,3,5,1.4,20,7pm-8pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,7-8pm
2092,Suffolk Downs,B.70053,4,0,0.1,19,7pm-8pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,7-8pm
2093,Orient Heights,B.70051,5,4,2.3,20,7pm-8pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,7-8pm
2094,Wood Island,B.70049,6,2,1.1,21,7pm-8pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,7-8pm
2095,Airport,B.70047,7,11,3.8,28,7pm-8pm,Tuesday,Blue Line,Westbound,5,Plenty of room,0.0969743987587277,7-8pm
2096,Maverick,B.70045,8,18,6.3,40,7pm-8pm,Tuesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,7-8pm
2097,Aquarium,B.70043,9,3,2.8,40,7pm-8pm,Tuesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,7-8pm
2098,State,B.70041,10,2,17.7,24,7pm-8pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,7-8pm
2099,Government Center,B.70039,11,0,19.9,2,7pm-8pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,7-8pm
2100,Bowdoin,B.70838,12,0,2,0,7pm-8pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,7-8pm
2101,Wonderland,B.70059,1,9,0,9,8pm-9pm,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,8-9pm
2102,Revere Beach,B.70057,2,4,1.1,15,8pm-9pm,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,8-9pm
2103,Beachmont,B.70055,3,4,1.8,17,8pm-9pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,8-9pm
2104,Suffolk Downs,B.70053,4,0,0.2,17,8pm-9pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,8-9pm
2105,Orient Heights,B.70051,5,5,2,20,8pm-9pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,8-9pm
2106,Wood Island,B.70049,6,3,0.6,25,8pm-9pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,8-9pm
2107,Airport,B.70047,7,14,4.2,32,8pm-9pm,Tuesday,Blue Line,Westbound,5,Plenty of room,0.0969743987587277,8-9pm
2108,Maverick,B.70045,8,13,7.1,34,8pm-9pm,Tuesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,8-9pm
2109,Aquarium,B.70043,9,2,1.9,35,8pm-9pm,Tuesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,8-9pm
2110,State,B.70041,10,1,16.5,20,8pm-9pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,8-9pm
2111,Government Center,B.70039,11,0,21.1,1,8pm-9pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,8-9pm
2112,Bowdoin,B.70838,12,0,1.1,0,8pm-9pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,8-9pm
2113,Wonderland,B.70059,1,12,0,12,9pm-10pm,Tuesday,Blue Line,Westbound,2,Plenty of room,0.03878975950349107,9-10pm
2114,Revere Beach,B.70057,2,6,0.7,16,9pm-10pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,9-10pm
2115,Beachmont,B.70055,3,5,1.2,20,9pm-10pm,Tuesday,Blue Line,Westbound,3,Plenty of room,0.05818463925523661,9-10pm
2116,Suffolk Downs,B.70053,4,1,0.4,21,9pm-10pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,9-10pm
2117,Orient Heights,B.70051,5,9,3.3,26,9pm-10pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,9-10pm
2118,Wood Island,B.70049,6,2,0.7,27,9pm-10pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,9-10pm
2119,Airport,B.70047,7,16,6.5,36,9pm-10pm,Tuesday,Blue Line,Westbound,6,Plenty of room,0.11636927851047324,9-10pm
2120,Maverick,B.70045,8,11,9.5,42,9pm-10pm,Tuesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,9-10pm
2121,Aquarium,B.70043,9,2,2.1,43,9pm-10pm,Tuesday,Blue Line,Westbound,7,Plenty of room,0.13576415826221877,9-10pm
2122,State,B.70041,10,2,20.1,24,9pm-10pm,Tuesday,Blue Line,Westbound,4,Plenty of room,0.07757951900698215,9-10pm
2123,Government Center,B.70039,11,0,20.1,2,9pm-10pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,9-10pm
2124,Bowdoin,B.70838,12,0,2,0,9pm-10pm,Tuesday,Blue Line,Westbound,0,Plenty of room,0,9-10pm
